Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
1.439500000e+004	-6.530846986e+000	-1.956832394e+001		1.439500000e+004	3.297120024e+000	3.309152134e+001		1.439500000e+004	-1.449946956e+001	-1.833503618e+001		
1.439600000e+004	-6.825195595e+000	-1.922983965e+001		1.439600000e+004	5.145367719e+000	3.267646187e+001		1.439600000e+004	-1.622785089e+001	-1.878452291e+001		
1.439700000e+004	-7.618421099e+000	-1.935359320e+001		1.439700000e+004	3.307565596e+000	3.264230224e+001		1.439700000e+004	-1.770189287e+001	-1.787622613e+001		
1.439800000e+004	-6.634087495e+000	-2.022652916e+001		1.439800000e+004	7.118504821e+000	3.272244059e+001		1.439800000e+004	-1.729509867e+001	-1.756637468e+001		
1.439900000e+004	-6.651237324e+000	-1.817659709e+001		1.439900000e+004	7.027517524e+000	3.125752277e+001		1.439900000e+004	-1.585325113e+001	-1.649842359e+001		
1.440000000e+004	-6.486805440e+000	-1.800440640e+001		1.440000000e+004	7.768313283e+000	3.427825779e+001		1.440000000e+004	-1.802777230e+001	-1.497905173e+001		
1.440100000e+004	-6.425089316e+000	-1.859513882e+001		1.440100000e+004	6.383544703e+000	3.261249621e+001		1.440100000e+004	-1.765730985e+001	-1.656578437e+001		
1.440200000e+004	-5.622332758e+000	-1.792424627e+001		1.440200000e+004	6.939808641e+000	3.107073869e+001		1.440200000e+004	-1.740359911e+001	-1.482179206e+001		
1.440300000e+004	-5.278691615e+000	-1.588166769e+001		1.440300000e+004	8.448022695e+000	3.167036344e+001		1.440300000e+004	-1.696221740e+001	-1.454204694e+001		
1.440400000e+004	-6.969358722e+000	-1.756822783e+001		1.440400000e+004	9.633856678e+000	3.131589319e+001		1.440400000e+004	-1.872351514e+001	-1.491898998e+001		
1.440500000e+004	-5.177345102e+000	-1.735558053e+001		1.440500000e+004	7.946847642e+000	3.090739054e+001		1.440500000e+004	-1.723671114e+001	-1.415653832e+001		
1.440600000e+004	-5.805248322e+000	-1.617743922e+001		1.440600000e+004	8.092485822e+000	2.867426867e+001		1.440600000e+004	-1.825948638e+001	-1.418837956e+001		
1.440700000e+004	-5.539285931e+000	-1.715977497e+001		1.440700000e+004	7.774432109e+000	3.033675028e+001		1.440700000e+004	-1.882230481e+001	-1.262131586e+001		
1.440800000e+004	-6.193982841e+000	-1.683116482e+001		1.440800000e+004	8.424248351e+000	3.035792383e+001		1.440800000e+004	-1.847250244e+001	-1.238456201e+001		
1.440900000e+004	-5.962901262e+000	-1.688233268e+001		1.440900000e+004	9.116724443e+000	2.848319947e+001		1.440900000e+004	-1.937272066e+001	-1.231153909e+001		
1.441000000e+004	-5.889431391e+000	-1.708015165e+001		1.441000000e+004	8.772495535e+000	2.932755860e+001		1.441000000e+004	-1.784720896e+001	-1.189754000e+001		
1.441100000e+004	-4.661081483e+000	-1.593979537e+001		1.441100000e+004	1.024282966e+001	2.688739090e+001		1.441100000e+004	-1.773180004e+001	-1.016354165e+001		
1.441200000e+004	-5.197299556e+000	-1.631749616e+001		1.441200000e+004	1.013845563e+001	3.014444564e+001		1.441200000e+004	-1.950575709e+001	-1.120064342e+001		
1.441300000e+004	-6.012868306e+000	-1.610146931e+001		1.441300000e+004	1.083744109e+001	2.827255314e+001		1.441300000e+004	-1.929783370e+001	-1.081079444e+001		
1.441400000e+004	-5.230236968e+000	-1.445333835e+001		1.441400000e+004	1.122984963e+001	2.778518181e+001		1.441400000e+004	-1.863628471e+001	-1.077335485e+001		
1.441500000e+004	-5.121321860e+000	-1.542318283e+001		1.441500000e+004	1.016884982e+001	2.668018013e+001		1.441500000e+004	-1.951337509e+001	-1.030092855e+001		
1.441600000e+004	-5.899425344e+000	-1.490982069e+001		1.441600000e+004	1.198635051e+001	2.627447511e+001		1.441600000e+004	-1.991810297e+001	-7.790548779e+000		
1.441700000e+004	-4.731712110e+000	-1.566113476e+001		1.441700000e+004	1.020712419e+001	2.665412085e+001		1.441700000e+004	-1.871687428e+001	-8.455987672e+000		
1.441800000e+004	-4.049156453e+000	-1.511264364e+001		1.441800000e+004	1.189812971e+001	2.740250816e+001		1.441800000e+004	-1.948470335e+001	-8.055885672e+000		
1.441900000e+004	-5.519193386e+000	-1.436787706e+001		1.441900000e+004	1.357521015e+001	2.643882530e+001		1.441900000e+004	-1.910844494e+001	-8.990679733e+000		
1.442000000e+004	-5.257135297e+000	-1.448985059e+001		1.442000000e+004	1.203041228e+001	2.519624222e+001		1.442000000e+004	-1.890494203e+001	-7.001382006e+000		
1.442100000e+004	-4.582836749e+000	-1.471014857e+001		1.442100000e+004	1.274930552e+001	2.329583824e+001		1.442100000e+004	-1.975033121e+001	-5.727566068e+000		
1.442200000e+004	-4.598071187e+000	-1.457012275e+001		1.442200000e+004	1.118837154e+001	2.709233307e+001		1.442200000e+004	-1.980463122e+001	-7.293398226e+000		
1.442300000e+004	-5.230005519e+000	-1.319700678e+001		1.442300000e+004	1.182713188e+001	2.370977742e+001		1.442300000e+004	-1.986861400e+001	-6.651315900e+000		
1.442400000e+004	-5.549924054e+000	-1.427884794e+001		1.442400000e+004	1.349848092e+001	2.377692191e+001		1.442400000e+004	-2.011957690e+001	-5.435836534e+000		
1.442500000e+004	-5.301903478e+000	-1.499516062e+001		1.442500000e+004	1.155924710e+001	2.277099776e+001		1.442500000e+004	-2.039297991e+001	-5.248012684e+000		
1.442600000e+004	-4.619000451e+000	-1.414236816e+001		1.442600000e+004	1.166562054e+001	2.253920122e+001		1.442600000e+004	-1.988698993e+001	-4.307915121e+000		
1.442700000e+004	-4.248076267e+000	-1.393960590e+001		1.442700000e+004	1.225183288e+001	2.317410900e+001		1.442700000e+004	-1.957545492e+001	-4.507607082e+000		
1.442800000e+004	-4.290770349e+000	-1.454577503e+001		1.442800000e+004	1.327243055e+001	2.162516137e+001		1.442800000e+004	-1.927556630e+001	-4.197903447e+000		
1.442900000e+004	-5.069193583e+000	-1.394504088e+001		1.442900000e+004	1.538692265e+001	2.107245670e+001		1.442900000e+004	-2.029954119e+001	-3.812492076e+000		
1.443000000e+004	-4.368544015e+000	-1.383934428e+001		1.443000000e+004	1.422833359e+001	2.192781805e+001		1.443000000e+004	-2.025682688e+001	-3.099903406e+000		
1.443100000e+004	-4.943487295e+000	-1.331546072e+001		1.443100000e+004	1.258148475e+001	2.247625472e+001		1.443100000e+004	-2.036324389e+001	-2.388815658e+000		
1.443200000e+004	-4.852721723e+000	-1.404742639e+001		1.443200000e+004	1.327491076e+001	2.067745826e+001		1.443200000e+004	-1.997911852e+001	-2.261995689e+000		
1.443300000e+004	-4.613338689e+000	-1.361111245e+001		1.443300000e+004	1.412549374e+001	2.054255623e+001		1.443300000e+004	-1.913188241e+001	-1.304730598e+000		
1.443400000e+004	-5.022350136e+000	-1.418318887e+001		1.443400000e+004	1.419644567e+001	1.987459979e+001		1.443400000e+004	-1.895952056e+001	-2.228903847e+000		
1.443500000e+004	-4.210085474e+000	-1.434107715e+001		1.443500000e+004	1.321467785e+001	2.007994184e+001		1.443500000e+004	-1.885209685e+001	-5.757110507e-001		
1.443600000e+004	-5.534653828e+000	-1.341567877e+001		1.443600000e+004	1.339394196e+001	1.860945679e+001		1.443600000e+004	-2.004286323e+001	4.842647443e-001		
1.443700000e+004	-5.511589393e+000	-1.410073369e+001		1.443700000e+004	1.501280991e+001	2.047813779e+001		1.443700000e+004	-1.861831800e+001	-8.717244439e-001		
1.443800000e+004	-5.345232782e+000	-1.423808326e+001		1.443800000e+004	1.218572544e+001	1.759380009e+001		1.443800000e+004	-1.926375032e+001	-1.518277733e+000		
1.443900000e+004	-5.311218642e+000	-1.401765303e+001		1.443900000e+004	1.196331136e+001	1.936568148e+001		1.443900000e+004	-1.858817744e+001	1.021391499e+000		
1.444000000e+004	-5.309441732e+000	-1.446560713e+001		1.444000000e+004	1.500724112e+001	1.766210222e+001		1.444000000e+004	-1.846741911e+001	9.489435068e-001		
1.444100000e+004	-3.795504845e+000	-1.381563295e+001		1.444100000e+004	1.153685523e+001	1.629918870e+001		1.444100000e+004	-1.818413574e+001	8.787000226e-001		
1.444200000e+004	-5.030122563e+000	-1.368939608e+001		1.444200000e+004	1.292864587e+001	1.521686829e+001		1.444200000e+004	-1.930279255e+001	1.306534543e+000		
1.444300000e+004	-4.329786521e+000	-1.321434021e+001		1.444300000e+004	1.272434242e+001	1.790005882e+001		1.444300000e+004	-1.890414849e+001	2.385684476e+000		
1.444400000e+004	-4.721315163e+000	-1.463078354e+001		1.444400000e+004	1.193127485e+001	1.541439474e+001		1.444400000e+004	-1.838265489e+001	2.205805958e+000		
1.444500000e+004	-5.704736583e+000	-1.327034089e+001		1.444500000e+004	1.388119347e+001	1.572900433e+001		1.444500000e+004	-1.887508465e+001	2.336452236e+000		
1.444600000e+004	-5.955576564e+000	-1.231029977e+001		1.444600000e+004	1.202041210e+001	1.650594668e+001		1.444600000e+004	-1.867566615e+001	3.749270558e+000		
1.444700000e+004	-4.713473885e+000	-1.430284557e+001		1.444700000e+004	1.291322783e+001	1.434485814e+001		1.444700000e+004	-1.889487650e+001	4.639823132e+000		
1.444800000e+004	-6.025173643e+000	-1.442248515e+001		1.444800000e+004	1.148973210e+001	1.441482826e+001		1.444800000e+004	-1.756333277e+001	2.630264621e+000		
1.444900000e+004	-5.576329531e+000	-1.403786032e+001		1.444900000e+004	1.144173996e+001	1.536728173e+001		1.444900000e+004	-1.830856925e+001	4.678069103e+000		
1.445000000e+004	-5.279177465e+000	-1.422234002e+001		1.445000000e+004	1.222997393e+001	1.528443756e+001		1.445000000e+004	-1.816555598e+001	4.630427836e+000		
1.445100000e+004	-4.486233590e+000	-1.440649141e+001		1.445100000e+004	1.193689654e+001	1.433209924e+001		1.445100000e+004	-1.836139732e+001	4.577739023e+000		
1.445200000e+004	-5.654126537e+000	-1.412311778e+001		1.445200000e+004	1.267959836e+001	1.561148864e+001		1.445200000e+004	-1.736021730e+001	6.045929806e+000		
1.445300000e+004	-5.153687456e+000	-1.460866863e+001		1.445300000e+004	1.089403771e+001	1.489441665e+001		1.445300000e+004	-1.720587195e+001	5.846484854e+000		
1.445400000e+004	-6.688860521e+000	-1.485575563e+001		1.445400000e+004	1.245076048e+001	1.343993313e+001		1.445400000e+004	-1.599966418e+001	6.828208718e+000		
1.445500000e+004	-6.032107405e+000	-1.527164754e+001		1.445500000e+004	1.111918251e+001	1.428926512e+001		1.445500000e+004	-1.586504222e+001	7.702292197e+000		
1.445600000e+004	-6.157333289e+000	-1.432143000e+001		1.445600000e+004	1.185178768e+001	1.402301021e+001		1.445600000e+004	-1.667732516e+001	7.281435201e+000		
1.445700000e+004	-6.346307385e+000	-1.376802825e+001		1.445700000e+004	1.086381467e+001	1.405102844e+001		1.445700000e+004	-1.644556440e+001	6.936547342e+000		
1.445800000e+004	-6.707206886e+000	-1.441605280e+001		1.445800000e+004	1.062991913e+001	1.288967599e+001		1.445800000e+004	-1.615795856e+001	7.132641527e+000		
1.445900000e+004	-5.926580018e+000	-1.315959830e+001		1.445900000e+004	1.086870118e+001	1.531085627e+001		1.445900000e+004	-1.519948507e+001	7.852861225e+000		
1.446000000e+004	-6.306302009e+000	-1.401115999e+001		1.446000000e+004	1.046157478e+001	1.152562117e+001		1.446000000e+004	-1.450102552e+001	8.564670163e+000		
1.446100000e+004	-6.476834437e+000	-1.356015153e+001		1.446100000e+004	1.132656832e+001	1.104485802e+001		1.446100000e+004	-1.510589387e+001	8.987994140e+000		
1.446200000e+004	-7.057851031e+000	-1.345557523e+001		1.446200000e+004	1.080860131e+001	1.036128749e+001		1.446200000e+004	-1.488481791e+001	8.968342321e+000		
1.446300000e+004	-7.266918840e+000	-1.373778655e+001		1.446300000e+004	1.248762203e+001	1.263321431e+001		1.446300000e+004	-1.470438839e+001	9.744898789e+000		
1.446400000e+004	-7.075876090e+000	-1.408015452e+001		1.446400000e+004	1.216347594e+001	1.084275082e+001		1.446400000e+004	-1.443382968e+001	9.035105602e+000		
1.446500000e+004	-6.881551814e+000	-1.386302293e+001		1.446500000e+004	8.765075923e+000	1.132299194e+001		1.446500000e+004	-1.400981097e+001	8.586196140e+000		
1.446600000e+004	-8.178666748e+000	-1.426702418e+001		1.446600000e+004	1.141661504e+001	1.079745439e+001		1.446600000e+004	-1.496818488e+001	9.467456500e+000		
1.446700000e+004	-7.977907785e+000	-1.341296517e+001		1.446700000e+004	1.178828803e+001	1.317819985e+001		1.446700000e+004	-1.286028928e+001	1.005511667e+001		
1.446800000e+004	-7.601945002e+000	-1.463140748e+001		1.446800000e+004	1.230383318e+001	9.320759487e+000		1.446800000e+004	-1.364322442e+001	1.054491141e+001		
1.446900000e+004	-8.710158193e+000	-1.396949440e+001		1.446900000e+004	1.214637979e+001	1.060982931e+001		1.446900000e+004	-1.456532571e+001	9.742219420e+000		
1.447000000e+004	-8.871919266e+000	-1.356834524e+001		1.447000000e+004	1.044071242e+001	1.081861549e+001		1.447000000e+004	-1.125480651e+001	1.118724502e+001		
1.447100000e+004	-8.964373837e+000	-1.173597732e+001		1.447100000e+004	9.937187865e+000	1.072744537e+001		1.447100000e+004	-1.163203585e+001	1.213404023e+001		
1.447200000e+004	-1.016776765e+001	-1.262266643e+001		1.447200000e+004	9.503666104e+000	1.017834431e+001		1.447200000e+004	-1.148634943e+001	1.221461657e+001		
1.447300000e+004	-9.333494270e+000	-1.191035259e+001		1.447300000e+004	1.074336365e+001	1.192100782e+001		1.447300000e+004	-1.175894489e+001	1.118362818e+001		
1.447400000e+004	-9.813274047e+000	-1.363611211e+001		1.447400000e+004	7.950031143e+000	1.042363961e+001		1.447400000e+004	-1.120713101e+001	1.127473140e+001		
1.447500000e+004	-9.093659618e+000	-1.318137401e+001		1.447500000e+004	8.607572744e+000	9.542183201e+000		1.447500000e+004	-1.139922559e+001	1.393281567e+001		
1.447600000e+004	-1.032722356e+001	-1.273589467e+001		1.447600000e+004	9.217193781e+000	1.020182691e+001		1.447600000e+004	-1.140340802e+001	1.252434977e+001		
1.447700000e+004	-1.094464542e+001	-1.222125587e+001		1.447700000e+004	8.210008520e+000	8.197501686e+000		1.447700000e+004	-9.855071115e+000	1.273476893e+001		
1.447800000e+004	-9.851066066e+000	-1.321584794e+001		1.447800000e+004	8.997268460e+000	9.327040134e+000		1.447800000e+004	-9.525006921e+000	1.273433637e+001		
1.447900000e+004	-9.806859588e+000	-1.340259779e+001		1.447900000e+004	8.211886568e+000	1.083167236e+001		1.447900000e+004	-9.716626933e+000	1.124979086e+001		
1.448000000e+004	-9.865976085e+000	-1.138451862e+001		1.448000000e+004	1.101623530e+001	7.829983117e+000		1.448000000e+004	-9.573359263e+000	1.381589280e+001		
1.448100000e+004	-1.067687811e+001	-1.279096955e+001		1.448100000e+004	7.854663809e+000	8.357853056e+000		1.448100000e+004	-8.343679785e+000	1.320494841e+001		
1.448200000e+004	-1.033397877e+001	-1.082951657e+001		1.448200000e+004	8.105440774e+000	9.325595422e+000		1.448200000e+004	-8.569331052e+000	1.250972760e+001		
1.448300000e+004	-1.034074488e+001	-1.177648994e+001		1.448300000e+004	9.070775286e+000	8.237396589e+000		1.448300000e+004	-6.925949675e+000	1.421124911e+001		
1.448400000e+004	-1.077660059e+001	-1.194504123e+001		1.448400000e+004	7.393574265e+000	7.952908120e+000		1.448400000e+004	-8.501030480e+000	1.322470604e+001		
1.448500000e+004	-1.130851136e+001	-1.182290510e+001		1.448500000e+004	8.476449369e+000	1.037438637e+001		1.448500000e+004	-6.829446487e+000	1.443681558e+001		
1.448600000e+004	-1.180479369e+001	-1.194203434e+001		1.448600000e+004	7.636814143e+000	8.875592896e+000		1.448600000e+004	-7.808566836e+000	1.495871373e+001		
1.448700000e+004	-1.238263806e+001	-1.171886405e+001		1.448700000e+004	9.017655471e+000	1.197488461e+001		1.448700000e+004	-5.488139079e+000	1.478650125e+001		
1.448800000e+004	-1.278293923e+001	-1.202851167e+001		1.448800000e+004	5.713840914e+000	9.873093062e+000		1.448800000e+004	-6.367589075e+000	1.440120113e+001		
1.448900000e+004	-1.328153916e+001	-1.171314122e+001		1.448900000e+004	8.554667652e+000	9.457973681e+000		1.448900000e+004	-5.402224222e+000	1.515052979e+001		
1.449000000e+004	-1.157405364e+001	-1.023815399e+001		1.449000000e+004	8.433277607e+000	7.384233817e+000		1.449000000e+004	-6.711407987e+000	1.397427432e+001		
1.449100000e+004	-1.361860597e+001	-1.040293207e+001		1.449100000e+004	7.441035041e+000	9.605272852e+000		1.449100000e+004	-3.984853151e+000	1.385067169e+001		
1.449200000e+004	-1.416201687e+001	-1.056706210e+001		1.449200000e+004	7.692192439e+000	6.769376962e+000		1.449200000e+004	-6.007597869e+000	1.409898012e+001		
1.449300000e+004	-1.209167601e+001	-1.173577582e+001		1.449300000e+004	5.743279354e+000	7.337851324e+000		1.449300000e+004	-4.842001523e+000	1.400173241e+001		
1.449400000e+004	-1.268808769e+001	-9.786807887e+000		1.449400000e+004	4.977121779e+000	5.941297099e+000		1.449400000e+004	-3.798505910e+000	1.386087882e+001		
1.449500000e+004	-1.323711329e+001	-8.819099752e+000		1.449500000e+004	6.932775687e+000	8.780410721e+000		1.449500000e+004	-3.892672429e+000	1.510831650e+001		
1.449600000e+004	-1.384336489e+001	-1.092953001e+001		1.449600000e+004	7.644124059e+000	6.653515255e+000		1.449600000e+004	-3.047346267e+000	1.416882266e+001		
1.449700000e+004	-1.457388662e+001	-1.010349469e+001		1.449700000e+004	8.751163276e+000	9.203766595e+000		1.449700000e+004	-3.146791587e+000	1.418725927e+001		
1.449800000e+004	-1.365770889e+001	-9.738579243e+000		1.449800000e+004	7.534376511e+000	9.353765362e+000		1.449800000e+004	-2.786714024e+000	1.482525563e+001		
1.449900000e+004	-1.386187463e+001	-8.605618454e+000		1.449900000e+004	5.857911461e+000	8.009744353e+000		1.449900000e+004	-6.267202495e-001	1.406831831e+001		
1.450000000e+004	-1.553025178e+001	-8.768975945e+000		1.450000000e+004	6.379983880e+000	7.842366252e+000		1.450000000e+004	-1.773821295e+000	1.436033064e+001		
1.450100000e+004	-1.479667725e+001	-9.330557389e+000		1.450100000e+004	6.102736087e+000	6.523525788e+000		1.450100000e+004	-1.158799313e+000	1.546821552e+001		
1.450200000e+004	-1.551108231e+001	-8.173008487e+000		1.450200000e+004	7.285040368e+000	6.701645873e+000		1.450200000e+004	-1.116875142e+000	1.365611247e+001		
1.450300000e+004	-1.513764797e+001	-7.668585361e+000		1.450300000e+004	4.398829288e+000	8.430480763e+000		1.450300000e+004	-3.224802830e-001	1.542137168e+001		
1.450400000e+004	-1.487530631e+001	-9.132946140e+000		1.450400000e+004	4.448228794e+000	9.093129035e+000		1.450400000e+004	3.697443992e-001	1.376955776e+001		
1.450500000e+004	-1.491834737e+001	-6.851268097e+000		1.450500000e+004	5.968640044e+000	8.561243154e+000		1.450500000e+004	-5.316753399e-001	1.442587715e+001		
1.450600000e+004	-1.636264400e+001	-6.800756855e+000		1.450600000e+004	2.909363038e+000	6.755459647e+000		1.450600000e+004	7.826123258e-001	1.471354524e+001		
1.450700000e+004	-1.624390065e+001	-7.719670753e+000		1.450700000e+004	1.266962794e+000	7.834024732e+000		1.450700000e+004	8.710590750e-001	1.592487368e+001		
1.450800000e+004	-1.633620662e+001	-7.236455409e+000		1.450800000e+004	5.245905520e+000	7.316890162e+000		1.450800000e+004	2.068853945e+000	1.418238288e+001		
1.450900000e+004	-1.586604737e+001	-5.185968641e+000		1.450900000e+004	4.919030272e+000	9.833187267e+000		1.450900000e+004	1.671484411e+000	1.335637478e+001		
1.451000000e+004	-1.694113565e+001	-5.903952420e+000		1.451000000e+004	4.398644517e+000	7.276094356e+000		1.451000000e+004	2.143909537e+000	1.384246243e+001		
